Created as New Dataset,16/2 Merc. cotton
cm-1,%T
2470.00,95.40
2469.00,95.38
2468.00,95.38
2467.00,95.39
2466.00,95.41
2465.00,95.43
2464.00,95.45
2463.00,95.47
2462.00,95.49
2461.00,95.50
2460.00,95.50
2459.00,95.47
2458.00,95.45
2457.00,95.43
2456.00,95.43
2455.00,95.45
2454.00,95.48
2453.00,95.51
2452.00,95.53
2451.00,95.53
2450.00,95.53
2449.00,95.52
2448.00,95.51
2447.00,95.50
2446.00,95.50
2445.00,95.50
2444.00,95.50
2443.00,95.48
2442.00,95.47
2441.00,95.46
2440.00,95.48
2439.00,95.49
2438.00,95.51
2437.00,95.52
2436.00,95.52
2435.00,95.52
2434.00,95.52
2433.00,95.53
2432.00,95.54
2431.00,95.55
2430.00,95.56
2429.00,95.57
2428.00,95.58
2427.00,95.60
2426.00,95.60
2425.00,95.60
2424.00,95.60
2423.00,95.60
2422.00,95.60
2421.00,95.61
2420.00,95.61
2419.00,95.60
2418.00,95.61
2417.00,95.62
2416.00,95.64
2415.00,95.65
2414.00,95.67
2413.00,95.69
2412.00,95.70
2411.00,95.70
2410.00,95.69
2409.00,95.68
2408.00,95.67
2407.00,95.66
2406.00,95.65
2405.00,95.65
2404.00,95.66
2403.00,95.68
2402.00,95.70
2401.00,95.71
2400.00,95.70
2399.00,95.70
2398.00,95.70
2397.00,95.71
2396.00,95.71
2395.00,95.71
2394.00,95.73
2393.00,95.75
2392.00,95.79
2391.00,95.83
2390.00,95.86
2389.00,95.88
2388.00,95.89
2387.00,95.90
2386.00,95.91
2385.00,95.92
2384.00,95.94
2383.00,95.97
2382.00,96.01
2381.00,96.03
2380.00,96.05
2379.00,96.06
2378.00,96.06
2377.00,96.07
2376.00,96.07
2375.00,96.06
2374.00,96.04
2373.00,96.02
2372.00,96.00
2371.00,96.00
2370.00,96.04
2369.00,96.08
2368.00,96.10
2367.00,96.09
2366.00,96.08
2365.00,96.09
2364.00,96.13
2363.00,96.17
2362.00,96.17
2361.00,96.15
2360.00,96.14
2359.00,96.18
2358.00,96.23
2357.00,96.24
2356.00,96.20
2355.00,96.13
2354.00,96.08
2353.00,96.08
2352.00,96.10
2351.00,96.14
2350.00,96.18
2349.00,96.21
2348.00,96.24
2347.00,96.25
2346.00,96.25
2345.00,96.23
2344.00,96.23
2343.00,96.22
2342.00,96.22
2341.00,96.21
2340.00,96.19
2339.00,96.16
2338.00,96.13
2337.00,96.12
2336.00,96.12
2335.00,96.13
2334.00,96.13
2333.00,96.12
2332.00,96.09
2331.00,96.07
2330.00,96.07
2329.00,96.09
2328.00,96.12
2327.00,96.12
2326.00,96.08
2325.00,96.02
2324.00,95.97
2323.00,95.95
2322.00,95.96
2321.00,95.98
2320.00,96.00
2319.00,96.00
2318.00,95.99
2317.00,95.97
2316.00,95.95
2315.00,95.93
2314.00,95.93
2313.00,95.92
2312.00,95.91
2311.00,95.89
2310.00,95.87
2309.00,95.85
2308.00,95.84
2307.00,95.82
2306.00,95.81
2305.00,95.79
2304.00,95.77
2303.00,95.76
2302.00,95.75
2301.00,95.73
2300.00,95.72
2299.00,95.70
2298.00,95.69
2297.00,95.69
2296.00,95.69
2295.00,95.67
2294.00,95.65
2293.00,95.62
2292.00,95.59
2291.00,95.54
2290.00,95.49
2289.00,95.45
2288.00,95.42
2287.00,95.41
2286.00,95.41
2285.00,95.39
2284.00,95.36
2283.00,95.33
2282.00,95.30
2281.00,95.30
2280.00,95.33
2279.00,95.37
2278.00,95.40
2277.00,95.39
2276.00,95.36
2275.00,95.31
2274.00,95.28
2273.00,95.25
2272.00,95.24
2271.00,95.22
2270.00,95.21
2269.00,95.20
2268.00,95.20
2267.00,95.19
2266.00,95.17
2265.00,95.14
2264.00,95.11
2263.00,95.09
2262.00,95.08
2261.00,95.11
2260.00,95.14
2259.00,95.16
2258.00,95.19
2257.00,95.20
2256.00,95.21
2255.00,95.19
2254.00,95.15
2253.00,95.10
2252.00,95.08
2251.00,95.09
2250.00,95.10
2249.00,95.09
2248.00,95.05
2247.00,95.00
2246.00,94.95
2245.00,94.92
2244.00,94.91
2243.00,94.92
2242.00,94.93
2241.00,94.94
2240.00,94.94
2239.00,94.93
2238.00,94.93
2237.00,94.93
2236.00,94.93
2235.00,94.92
2234.00,94.91
2233.00,94.90
2232.00,94.88
2231.00,94.86
2230.00,94.83
2229.00,94.81
2228.00,94.80
2227.00,94.81
2226.00,94.82
2225.00,94.81
2224.00,94.79
2223.00,94.77
2222.00,94.74
2221.00,94.73
2220.00,94.73
2219.00,94.75
2218.00,94.80
2217.00,94.86
2216.00,94.90
2215.00,94.90
2214.00,94.86
2213.00,94.79
2212.00,94.73
2211.00,94.68
2210.00,94.64
2209.00,94.62
2208.00,94.61
2207.00,94.61
2206.00,94.61
2205.00,94.60
2204.00,94.59
2203.00,94.57
2202.00,94.55
2201.00,94.51
2200.00,94.45
2199.00,94.41
2198.00,94.38
2197.00,94.38
2196.00,94.41
2195.00,94.46
2194.00,94.49
2193.00,94.50
2192.00,94.48
2191.00,94.46
2190.00,94.45
2189.00,94.43
2188.00,94.40
2187.00,94.37
2186.00,94.36
2185.00,94.36
2184.00,94.36
2183.00,94.35
2182.00,94.36
2181.00,94.39
2180.00,94.43
2179.00,94.46
2178.00,94.46
2177.00,94.45
2176.00,94.43
2175.00,94.42
2174.00,94.41
2173.00,94.41
2172.00,94.42
2171.00,94.41
2170.00,94.37
2169.00,94.30
2168.00,94.22
2167.00,94.16
2166.00,94.11
2165.00,94.07
2164.00,94.00
2163.00,93.91
2162.00,93.84
2161.00,93.82
2160.00,93.88
2159.00,94.00
2158.00,94.12
2157.00,94.21
2156.00,94.27
2155.00,94.28
2154.00,94.28
2153.00,94.30
2152.00,94.35
2151.00,94.42
2150.00,94.49
2149.00,94.54
2148.00,94.57
2147.00,94.61
2146.00,94.66
2145.00,94.69
2144.00,94.69
2143.00,94.68
2142.00,94.67
2141.00,94.70
2140.00,94.74
2139.00,94.77
2138.00,94.79
2137.00,94.80
2136.00,94.81
2135.00,94.83
2134.00,94.86
2133.00,94.88
2132.00,94.91
2131.00,94.94
2130.00,94.96
2129.00,94.99
2128.00,95.01
2127.00,95.02
2126.00,95.03
2125.00,95.04
2124.00,95.06
2123.00,95.07
2122.00,95.08
2121.00,95.09
2120.00,95.10
2119.00,95.11
2118.00,95.13
2117.00,95.14
2116.00,95.12
2115.00,95.10
2114.00,95.08
2113.00,95.08
2112.00,95.09
2111.00,95.08
2110.00,95.07
2109.00,95.05
2108.00,95.05
2107.00,95.06
2106.00,95.08
2105.00,95.08
2104.00,95.09
2103.00,95.10
2102.00,95.12
2101.00,95.12
2100.00,95.11
2099.00,95.08
2098.00,95.06
2097.00,95.05
2096.00,95.06
2095.00,95.08
2094.00,95.09
2093.00,95.08
2092.00,95.05
2091.00,95.01
2090.00,94.98
2089.00,94.98
2088.00,95.00
2087.00,95.05
2086.00,95.10
2085.00,95.12
2084.00,95.11
2083.00,95.08
2082.00,95.05
2081.00,95.05
2080.00,95.05
2079.00,95.04
2078.00,95.01
2077.00,94.98
2076.00,94.94
2075.00,94.90
2074.00,94.87
2073.00,94.84
2072.00,94.84
2071.00,94.86
2070.00,94.88
2069.00,94.90
2068.00,94.92
2067.00,94.94
2066.00,94.96
2065.00,94.97
2064.00,94.97
2063.00,94.98
2062.00,94.98
2061.00,94.97
2060.00,94.94
2059.00,94.90
2058.00,94.86
2057.00,94.84
2056.00,94.81
2055.00,94.80
2054.00,94.79
2053.00,94.78
2052.00,94.74
2051.00,94.67
2050.00,94.60
2049.00,94.54
2048.00,94.52
2047.00,94.53
2046.00,94.56
2045.00,94.59
2044.00,94.63
2043.00,94.64
2042.00,94.63
2041.00,94.60
2040.00,94.56
2039.00,94.50
2038.00,94.45
2037.00,94.39
2036.00,94.36
2035.00,94.36
2034.00,94.40
2033.00,94.45
2032.00,94.49
2031.00,94.50
2030.00,94.49
2029.00,94.44
2028.00,94.36
2027.00,94.27
2026.00,94.20
2025.00,94.21
2024.00,94.29
2023.00,94.42
2022.00,94.53
2021.00,94.55
2020.00,94.50
2019.00,94.42
2018.00,94.38
2017.00,94.41
2016.00,94.49
2015.00,94.55
2014.00,94.60
2013.00,94.62
2012.00,94.64
2011.00,94.65
2010.00,94.66
2009.00,94.68
2008.00,94.70
2007.00,94.70
2006.00,94.69
2005.00,94.70
2004.00,94.73
2003.00,94.77
2002.00,94.78
2001.00,94.75
2000.00,94.69
1999.00,94.64
1998.00,94.63
1997.00,94.65
1996.00,94.70
1995.00,94.73
1994.00,94.74
1993.00,94.75
1992.00,94.75
1991.00,94.74
1990.00,94.71
1989.00,94.71
1988.00,94.73
1987.00,94.76
1986.00,94.78
1985.00,94.77
1984.00,94.74
1983.00,94.68
1982.00,94.59
1981.00,94.48
1980.00,94.39
1979.00,94.38
1978.00,94.43
1977.00,94.52
1976.00,94.58
1975.00,94.63
1974.00,94.67
1973.00,94.74
1972.00,94.80
1971.00,94.84
1970.00,94.84
1969.00,94.82
1968.00,94.79
1967.00,94.76
1966.00,94.75
1965.00,94.81
1964.00,94.91
1963.00,95.02
1962.00,95.08
1961.00,95.08
1960.00,95.06
1959.00,95.04
1958.00,95.01
1957.00,94.99
1956.00,94.99
1955.00,95.01
1954.00,95.04
1953.00,95.11
1952.00,95.18
1951.00,95.23
1950.00,95.24
1949.00,95.24
1948.00,95.24
1947.00,95.25
1946.00,95.26
1945.00,95.26
1944.00,95.24
1943.00,95.23
1942.00,95.23
1941.00,95.25
1940.00,95.29
1939.00,95.36
1938.00,95.40
1937.00,95.42
1936.00,95.41
1935.00,95.42
1934.00,95.45
1933.00,95.48
1932.00,95.49
1931.00,95.49
1930.00,95.50
1929.00,95.52
1928.00,95.54
1927.00,95.58
1926.00,95.62
1925.00,95.63
1924.00,95.61
1923.00,95.56
1922.00,95.51
1921.00,95.49
1920.00,95.49
1919.00,95.52
1918.00,95.56
1917.00,95.58
1916.00,95.60
1915.00,95.63
1914.00,95.67
1913.00,95.71
1912.00,95.74
1911.00,95.73
1910.00,95.71
1909.00,95.70
1908.00,95.70
1907.00,95.71
1906.00,95.73
1905.00,95.73
1904.00,95.74
1903.00,95.75
1902.00,95.78
1901.00,95.82
1900.00,95.83
1899.00,95.83
1898.00,95.81
1897.00,95.80
1896.00,95.80
1895.00,95.81
1894.00,95.82
1893.00,95.82
1892.00,95.83
1891.00,95.86
1890.00,95.87
1889.00,95.88
1888.00,95.87
1887.00,95.85
1886.00,95.84
1885.00,95.83
1884.00,95.84
1883.00,95.86
1882.00,95.88
1881.00,95.89
1880.00,95.90
1879.00,95.91
1878.00,95.93
1877.00,95.95
1876.00,95.97
1875.00,95.98
1874.00,95.98
1873.00,95.97
1872.00,95.96
1871.00,95.94
1870.00,95.95
1869.00,95.97
1868.00,95.99
1867.00,96.01
1866.00,96.00
1865.00,95.99
1864.00,95.98
1863.00,95.98
1862.00,95.98
1861.00,95.98
1860.00,95.98
1859.00,95.98
1858.00,96.00
1857.00,96.01
1856.00,96.03
1855.00,96.05
1854.00,96.06
1853.00,96.05
1852.00,96.04
1851.00,96.04
1850.00,96.05
1849.00,96.08
1848.00,96.09
1847.00,96.10
1846.00,96.09
1845.00,96.08
1844.00,96.09
1843.00,96.11
1842.00,96.13
1841.00,96.13
1840.00,96.12
1839.00,96.10
1838.00,96.08
1837.00,96.07
1836.00,96.07
1835.00,96.09
1834.00,96.11
1833.00,96.13
1832.00,96.15
1831.00,96.16
1830.00,96.18
1829.00,96.19
1828.00,96.19
1827.00,96.19
1826.00,96.18
1825.00,96.18
1824.00,96.18
1823.00,96.17
1822.00,96.17
1821.00,96.18
1820.00,96.20
1819.00,96.21
1818.00,96.23
1817.00,96.25
1816.00,96.26
1815.00,96.26
1814.00,96.26
1813.00,96.26
1812.00,96.27
1811.00,96.28
1810.00,96.30
1809.00,96.31
1808.00,96.30
1807.00,96.28
1806.00,96.26
1805.00,96.25
1804.00,96.23
1803.00,96.23
1802.00,96.23
1801.00,96.26
1800.00,96.28
1799.00,96.31
1798.00,96.32
1797.00,96.33
1796.00,96.33
1795.00,96.32
1794.00,96.31
1793.00,96.29
1792.00,96.28
1791.00,96.29
1790.00,96.32
1789.00,96.34
1788.00,96.35
1787.00,96.36
1786.00,96.34
1785.00,96.33
1784.00,96.32
1783.00,96.32
1782.00,96.33
1781.00,96.34
1780.00,96.35
1779.00,96.36
1778.00,96.36
1777.00,96.37
1776.00,96.38
1775.00,96.39
1774.00,96.40
1773.00,96.39
1772.00,96.38
1771.00,96.36
1770.00,96.34
1769.00,96.32
1768.00,96.32
1767.00,96.33
1766.00,96.35
1765.00,96.37
1764.00,96.38
1763.00,96.39
1762.00,96.39
1761.00,96.38
1760.00,96.36
1759.00,96.34
1758.00,96.33
1757.00,96.34
1756.00,96.35
1755.00,96.36
1754.00,96.36
1753.00,96.36
1752.00,96.35
1751.00,96.34
1750.00,96.32
1749.00,96.32
1748.00,96.32
1747.00,96.32
1746.00,96.31
1745.00,96.30
1744.00,96.30
1743.00,96.30
1742.00,96.31
1741.00,96.32
1740.00,96.32
1739.00,96.31
1738.00,96.30
1737.00,96.28
1736.00,96.26
1735.00,96.26
1734.00,96.28
1733.00,96.29
1732.00,96.29
1731.00,96.28
1730.00,96.28
1729.00,96.28
1728.00,96.30
1727.00,96.31
1726.00,96.32
1725.00,96.32
1724.00,96.32
1723.00,96.32
1722.00,96.31
1721.00,96.30
1720.00,96.27
1719.00,96.24
1718.00,96.24
1717.00,96.25
1716.00,96.27
1715.00,96.28
1714.00,96.28
1713.00,96.28
1712.00,96.26
1711.00,96.25
1710.00,96.25
1709.00,96.24
1708.00,96.23
1707.00,96.22
1706.00,96.23
1705.00,96.23
1704.00,96.22
1703.00,96.21
1702.00,96.21
1701.00,96.22
1700.00,96.21
1699.00,96.19
1698.00,96.15
1697.00,96.12
1696.00,96.10
1695.00,96.09
1694.00,96.08
1693.00,96.06
1692.00,96.04
1691.00,96.01
1690.00,95.99
1689.00,95.98
1688.00,95.96
1687.00,95.95
1686.00,95.94
1685.00,95.94
1684.00,95.92
1683.00,95.90
1682.00,95.86
1681.00,95.82
1680.00,95.78
1679.00,95.74
1678.00,95.71
1677.00,95.69
1676.00,95.67
1675.00,95.66
1674.00,95.65
1673.00,95.62
1672.00,95.59
1671.00,95.57
1670.00,95.56
1669.00,95.53
1668.00,95.50
1667.00,95.46
1666.00,95.42
1665.00,95.38
1664.00,95.34
1663.00,95.30
1662.00,95.27
1661.00,95.25
1660.00,95.23
1659.00,95.20
1658.00,95.18
1657.00,95.16
1656.00,95.14
1655.00,95.12
1654.00,95.09
1653.00,95.05
1652.00,95.03
1651.00,95.01
1650.00,95.00
1649.00,94.96
1648.00,94.93
1647.00,94.90
1646.00,94.89
1645.00,94.90
1644.00,94.90
1643.00,94.90
1642.00,94.90
1641.00,94.89
1640.00,94.88
1639.00,94.87
1638.00,94.87
1637.00,94.87
1636.00,94.89
1635.00,94.92
1634.00,94.96
1633.00,94.98
1632.00,94.98
1631.00,94.97
1630.00,94.97
1629.00,94.97
1628.00,94.98
1627.00,94.98
1626.00,94.99
1625.00,95.01
1624.00,95.04
1623.00,95.09
1622.00,95.13
1621.00,95.17
1620.00,95.20
1619.00,95.21
1618.00,95.23
1617.00,95.26
1616.00,95.29
1615.00,95.33
1614.00,95.35
1613.00,95.38
1612.00,95.40
1611.00,95.43
1610.00,95.47
1609.00,95.49
1608.00,95.52
1607.00,95.54
1606.00,95.56
1605.00,95.58
1604.00,95.60
1603.00,95.62
1602.00,95.63
1601.00,95.64
1600.00,95.65
1599.00,95.68
1598.00,95.71
1597.00,95.74
1596.00,95.77
1595.00,95.79
1594.00,95.80
1593.00,95.81
1592.00,95.82
1591.00,95.83
1590.00,95.85
1589.00,95.88
1588.00,95.91
1587.00,95.93
1586.00,95.96
1585.00,95.97
1584.00,95.98
1583.00,95.99
1582.00,96.00
1581.00,96.02
1580.00,96.03
1579.00,96.03
1578.00,96.03
1577.00,96.02
1576.00,96.04
1575.00,96.07
1574.00,96.11
1573.00,96.14
1572.00,96.16
1571.00,96.18
1570.00,96.18
1569.00,96.19
1568.00,96.20
1567.00,96.21
1566.00,96.21
1565.00,96.22
1564.00,96.22
1563.00,96.22
1562.00,96.22
1561.00,96.23
1560.00,96.23
1559.00,96.19
1558.00,96.16
1557.00,96.17
1556.00,96.19
1555.00,96.22
1554.00,96.25
1553.00,96.28
1552.00,96.29
1551.00,96.30
1550.00,96.31
1549.00,96.32
1548.00,96.33
1547.00,96.32
1546.00,96.31
1545.00,96.29
1544.00,96.28
1543.00,96.28
1542.00,96.30
1541.00,96.33
1540.00,96.35
1539.00,96.38
1538.00,96.40
1537.00,96.41
1536.00,96.41
1535.00,96.40
1534.00,96.39
1533.00,96.38
1532.00,96.39
1531.00,96.39
1530.00,96.40
1529.00,96.41
1528.00,96.42
1527.00,96.43
1526.00,96.43
1525.00,96.42
1524.00,96.39
1523.00,96.35
1522.00,96.33
1521.00,96.34
1520.00,96.36
1519.00,96.38
1518.00,96.39
1517.00,96.40
1516.00,96.40
1515.00,96.41
1514.00,96.40
1513.00,96.40
1512.00,96.40
1511.00,96.40
1510.00,96.41
1509.00,96.41
1508.00,96.40
1507.00,96.40
1506.00,96.40
1505.00,96.40
1504.00,96.38
1503.00,96.37
1502.00,96.37
1501.00,96.37
1500.00,96.38
1499.00,96.37
1498.00,96.34
1497.00,96.30
1496.00,96.26
1495.00,96.23
1494.00,96.22
1493.00,96.19
1492.00,96.15
1491.00,96.09
1490.00,96.03
1489.00,95.95
1488.00,95.88
1487.00,95.82
1486.00,95.75
1485.00,95.67
1484.00,95.59
1483.00,95.51
1482.00,95.44
1481.00,95.39
1480.00,95.34
1479.00,95.30
1478.00,95.23
1477.00,95.16
1476.00,95.09
1475.00,95.02
1474.00,94.95
1473.00,94.87
1472.00,94.80
1471.00,94.75
1470.00,94.70
1469.00,94.66
1468.00,94.61
1467.00,94.56
1466.00,94.51
1465.00,94.47
1464.00,94.46
1463.00,94.44
1462.00,94.41
1461.00,94.37
1460.00,94.31
1459.00,94.25
1458.00,94.17
1457.00,94.10
1456.00,94.06
1455.00,94.05
1454.00,94.03
1453.00,93.99
1452.00,93.95
1451.00,93.91
1450.00,93.88
1449.00,93.85
1448.00,93.81
1447.00,93.78
1446.00,93.74
1445.00,93.71
1444.00,93.67
1443.00,93.64
1442.00,93.61
1441.00,93.57
1440.00,93.54
1439.00,93.49
1438.00,93.43
1437.00,93.37
1436.00,93.29
1435.00,93.22
1434.00,93.14
1433.00,93.08
1432.00,93.02
1431.00,92.98
1430.00,92.94
1429.00,92.91
1428.00,92.87
1427.00,92.85
1426.00,92.84
1425.00,92.83
1424.00,92.84
1423.00,92.85
1422.00,92.86
1421.00,92.86
1420.00,92.88
1419.00,92.94
1418.00,93.02
1417.00,93.10
1416.00,93.18
1415.00,93.25
1414.00,93.32
1413.00,93.40
1412.00,93.47
1411.00,93.54
1410.00,93.61
1409.00,93.66
1408.00,93.70
1407.00,93.73
1406.00,93.76
1405.00,93.77
1404.00,93.77
1403.00,93.77
1402.00,93.76
1401.00,93.75
1400.00,93.74
1399.00,93.73
1398.00,93.73
1397.00,93.73
1396.00,93.73
1395.00,93.72
1394.00,93.71
1393.00,93.70
1392.00,93.68
1391.00,93.66
1390.00,93.62
1389.00,93.55
1388.00,93.47
1387.00,93.39
1386.00,93.29
1385.00,93.17
1384.00,93.02
1383.00,92.83
1382.00,92.61
1381.00,92.38
1380.00,92.14
1379.00,91.92
1378.00,91.71
1377.00,91.52
1376.00,91.34
1375.00,91.18
1374.00,91.04
1373.00,90.92
1372.00,90.82
1371.00,90.72
1370.00,90.65
1369.00,90.59
1368.00,90.56
1367.00,90.54
1366.00,90.51
1365.00,90.47
1364.00,90.44
1363.00,90.44
1362.00,90.50
1361.00,90.60
1360.00,90.71
1359.00,90.83
1358.00,90.94
1357.00,91.05
1356.00,91.15
1355.00,91.26
1354.00,91.38
1353.00,91.50
1352.00,91.62
1351.00,91.72
1350.00,91.80
1349.00,91.83
1348.00,91.83
1347.00,91.81
1346.00,91.77
1345.00,91.71
1344.00,91.64
1343.00,91.56
1342.00,91.45
1341.00,91.33
1340.00,91.21
1339.00,91.10
1338.00,91.01
1337.00,90.96
1336.00,90.93
1335.00,90.94
1334.00,90.98
1333.00,91.05
1332.00,91.12
1331.00,91.19
1330.00,91.26
1329.00,91.33
1328.00,91.38
1327.00,91.42
1326.00,91.42
1325.00,91.39
1324.00,91.32
1323.00,91.21
1322.00,91.06
1321.00,90.88
1320.00,90.67
1319.00,90.45
1318.00,90.24
1317.00,90.07
1316.00,89.95
1315.00,89.88
1314.00,89.87
1313.00,89.89
1312.00,89.95
1311.00,90.04
1310.00,90.18
1309.00,90.36
1308.00,90.57
1307.00,90.79
1306.00,91.00
1305.00,91.20
1304.00,91.38
1303.00,91.56
1302.00,91.74
1301.00,91.91
1300.00,92.06
1299.00,92.20
1298.00,92.33
1297.00,92.44
1296.00,92.53
1295.00,92.59
1294.00,92.64
1293.00,92.69
1292.00,92.75
1291.00,92.83
1290.00,92.92
1289.00,93.02
1288.00,93.10
1287.00,93.14
1286.00,93.14
1285.00,93.12
1284.00,93.07
1283.00,93.00
1282.00,92.91
1281.00,92.80
1280.00,92.71
1279.00,92.65
1278.00,92.62
1277.00,92.65
1276.00,92.70
1275.00,92.79
1274.00,92.88
1273.00,92.97
1272.00,93.05
1271.00,93.11
1270.00,93.16
1269.00,93.19
1268.00,93.22
1267.00,93.23
1266.00,93.23
1265.00,93.23
1264.00,93.22
1263.00,93.23
1262.00,93.24
1261.00,93.27
1260.00,93.31
1259.00,93.36
1258.00,93.43
1257.00,93.52
1256.00,93.61
1255.00,93.71
1254.00,93.80
1253.00,93.87
1252.00,93.92
1251.00,93.95
1250.00,93.97
1249.00,93.99
1248.00,94.02
1247.00,94.05
1246.00,94.09
1245.00,94.12
1244.00,94.14
1243.00,94.15
1242.00,94.15
1241.00,94.14
1240.00,94.14
1239.00,94.14
1238.00,94.11
1237.00,94.07
1236.00,94.03
1235.00,94.01
1234.00,94.01
1233.00,94.04
1232.00,94.06
1231.00,94.08
1230.00,94.09
1229.00,94.09
1228.00,94.09
1227.00,94.12
1226.00,94.17
1225.00,94.25
1224.00,94.35
1223.00,94.47
1222.00,94.59
1221.00,94.72
1220.00,94.85
1219.00,94.98
1218.00,95.10
1217.00,95.20
1216.00,95.28
1215.00,95.34
1214.00,95.37
1213.00,95.37
1212.00,95.34
1211.00,95.28
1210.00,95.19
1209.00,95.08
1208.00,94.94
1207.00,94.78
1206.00,94.62
1205.00,94.48
1204.00,94.37
1203.00,94.28
1202.00,94.22
1201.00,94.18
1200.00,94.18
1199.00,94.20
1198.00,94.25
1197.00,94.30
1196.00,94.37
1195.00,94.46
1194.00,94.59
1193.00,94.76
1192.00,94.94
1191.00,95.12
1190.00,95.25
1189.00,95.36
1188.00,95.45
1187.00,95.53
1186.00,95.59
1185.00,95.61
1184.00,95.60
1183.00,95.56
1182.00,95.48
1181.00,95.40
1180.00,95.31
1179.00,95.22
1178.00,95.11
1177.00,94.98
1176.00,94.82
1175.00,94.62
1174.00,94.37
1173.00,94.08
1172.00,93.76
1171.00,93.41
1170.00,93.03
1169.00,92.60
1168.00,92.13
1167.00,91.63
1166.00,91.10
1165.00,90.58
1164.00,90.06
1163.00,89.59
1162.00,89.17
1161.00,88.82
1160.00,88.56
1159.00,88.38
1158.00,88.28
1157.00,88.25
1156.00,88.29
1155.00,88.38
1154.00,88.50
1153.00,88.65
1152.00,88.81
1151.00,89.00
1150.00,89.21
1149.00,89.43
1148.00,89.66
1147.00,89.90
1146.00,90.13
1145.00,90.36
1144.00,90.59
1143.00,90.82
1142.00,91.03
1141.00,91.19
1140.00,91.27
1139.00,91.25
1138.00,91.17
1137.00,91.06
1136.00,90.94
1135.00,90.79
1134.00,90.60
1133.00,90.38
1132.00,90.16
1131.00,89.94
1130.00,89.72
1129.00,89.46
1128.00,89.16
1127.00,88.85
1126.00,88.55
1125.00,88.23
1124.00,87.89
1123.00,87.56
1122.00,87.22
1121.00,86.87
1120.00,86.52
1119.00,86.17
1118.00,85.84
1117.00,85.51
1116.00,85.16
1115.00,84.79
1114.00,84.39
1113.00,84.00
1112.00,83.66
1111.00,83.42
1110.00,83.29
1109.00,83.22
1108.00,83.16
1107.00,83.11
1106.00,83.07
1105.00,83.04
1104.00,83.01
1103.00,82.96
1102.00,82.89
1101.00,82.78
1100.00,82.64
1099.00,82.51
1098.00,82.42
1097.00,82.36
1096.00,82.33
1095.00,82.32
1094.00,82.34
1093.00,82.34
1092.00,82.31
1091.00,82.22
1090.00,82.11
1089.00,81.97
1088.00,81.84
1087.00,81.72
1086.00,81.60
1085.00,81.44
1084.00,81.24
1083.00,81.01
1082.00,80.78
1081.00,80.57
1080.00,80.36
1079.00,80.17
1078.00,79.99
1077.00,79.83
1076.00,79.69
1075.00,79.57
1074.00,79.46
1073.00,79.34
1072.00,79.20
1071.00,79.03
1070.00,78.80
1069.00,78.49
1068.00,78.08
1067.00,77.60
1066.00,77.08
1065.00,76.51
1064.00,75.90
1063.00,75.28
1062.00,74.67
1061.00,74.08
1060.00,73.52
1059.00,73.05
1058.00,72.69
1057.00,72.41
1056.00,72.20
1055.00,72.04
1054.00,71.93
1053.00,71.85
1052.00,71.82
1051.00,71.84
1050.00,71.91
1049.00,72.03
1048.00,72.16
1047.00,72.31
1046.00,72.44
1045.00,72.56
1044.00,72.65
1043.00,72.74
1042.00,72.82
1041.00,72.86
1040.00,72.81
1039.00,72.66
1038.00,72.41
1037.00,72.08
1036.00,71.69
1035.00,71.30
1034.00,70.94
1033.00,70.61
1032.00,70.32
1031.00,70.07
1030.00,69.90
1029.00,69.77
1028.00,69.68
1027.00,69.62
1026.00,69.58
1025.00,69.58
1024.00,69.60
1023.00,69.64
1022.00,69.71
1021.00,69.78
1020.00,69.84
1019.00,69.89
1018.00,69.93
1017.00,69.95
1016.00,69.96
1015.00,70.01
1014.00,70.09
1013.00,70.20
1012.00,70.31
1011.00,70.44
1010.00,70.58
1009.00,70.72
1008.00,70.84
1007.00,70.98
1006.00,71.11
1005.00,71.23
1004.00,71.30
1003.00,71.31
1002.00,71.25
1001.00,71.11
1000.00,70.91
999.00,70.68
998.00,70.47
997.00,70.30
996.00,70.18
995.00,70.13
994.00,70.14
993.00,70.20
992.00,70.32
991.00,70.46
990.00,70.62
989.00,70.78
988.00,70.95
987.00,71.16
986.00,71.40
985.00,71.66
984.00,71.94
983.00,72.27
982.00,72.66
981.00,73.09
980.00,73.54
979.00,74.02
978.00,74.50
977.00,74.98
976.00,75.44
975.00,75.89
974.00,76.29
973.00,76.65
972.00,76.95
971.00,77.22
970.00,77.46
969.00,77.69
968.00,77.90
967.00,78.11
966.00,78.32
965.00,78.50
964.00,78.67
963.00,78.85
962.00,79.05
961.00,79.26
960.00,79.48
959.00,79.72
958.00,79.96
957.00,80.21
956.00,80.45
955.00,80.71
954.00,80.98
953.00,81.26
952.00,81.53
951.00,81.80
950.00,82.07
949.00,82.31
948.00,82.53
947.00,82.74
946.00,82.97
945.00,83.20
944.00,83.42
943.00,83.60
942.00,83.77
941.00,83.93
940.00,84.09
939.00,84.26
938.00,84.42
937.00,84.57
936.00,84.70
935.00,84.81
934.00,84.91
933.00,85.02
932.00,85.14
931.00,85.27
930.00,85.38
929.00,85.47
928.00,85.58
927.00,85.70
926.00,85.84
925.00,85.98
924.00,86.12
923.00,86.26
922.00,86.39
921.00,86.51
920.00,86.60
919.00,86.68
918.00,86.76
917.00,86.83
916.00,86.90
915.00,86.96
914.00,87.00
913.00,87.01
912.00,87.00
911.00,86.98
910.00,86.96
909.00,86.93
