Created as New Dataset,133. Allied Signal Fibers
cm-1,%T
2465.00,90.11
2464.00,90.11
2463.00,90.11
2462.00,90.11
2461.00,90.11
2460.00,90.12
2459.00,90.13
2458.00,90.14
2457.00,90.13
2456.00,90.12
2455.00,90.10
2454.00,90.09
2453.00,90.09
2452.00,90.08
2451.00,90.07
2450.00,90.04
2449.00,90.02
2448.00,90.01
2447.00,90.01
2446.00,90.03
2445.00,90.06
2444.00,90.09
2443.00,90.11
2442.00,90.11
2441.00,90.12
2440.00,90.14
2439.00,90.16
2438.00,90.17
2437.00,90.16
2436.00,90.14
2435.00,90.11
2434.00,90.10
2433.00,90.10
2432.00,90.10
2431.00,90.09
2430.00,90.08
2429.00,90.09
2428.00,90.10
2427.00,90.12
2426.00,90.13
2425.00,90.14
2424.00,90.15
2423.00,90.18
2422.00,90.21
2421.00,90.24
2420.00,90.24
2419.00,90.23
2418.00,90.21
2417.00,90.21
2416.00,90.23
2415.00,90.25
2414.00,90.25
2413.00,90.23
2412.00,90.21
2411.00,90.20
2410.00,90.19
2409.00,90.19
2408.00,90.19
2407.00,90.20
2406.00,90.20
2405.00,90.21
2404.00,90.22
2403.00,90.22
2402.00,90.22
2401.00,90.22
2400.00,90.22
2399.00,90.22
2398.00,90.24
2397.00,90.26
2396.00,90.27
2395.00,90.26
2394.00,90.24
2393.00,90.22
2392.00,90.21
2391.00,90.21
2390.00,90.21
2389.00,90.21
2388.00,90.22
2387.00,90.23
2386.00,90.24
2385.00,90.27
2384.00,90.29
2383.00,90.32
2382.00,90.33
2381.00,90.34
2380.00,90.33
2379.00,90.34
2378.00,90.35
2377.00,90.36
2376.00,90.37
2375.00,90.37
2374.00,90.39
2373.00,90.41
2372.00,90.43
2371.00,90.43
2370.00,90.42
2369.00,90.42
2368.00,90.44
2367.00,90.46
2366.00,90.49
2365.00,90.51
2364.00,90.52
2363.00,90.52
2362.00,90.50
2361.00,90.46
2360.00,90.41
2359.00,90.39
2358.00,90.39
2357.00,90.44
2356.00,90.51
2355.00,90.59
2354.00,90.67
2353.00,90.68
2352.00,90.63
2351.00,90.58
2350.00,90.58
2349.00,90.65
2348.00,90.77
2347.00,90.85
2346.00,90.85
2345.00,90.77
2344.00,90.68
2343.00,90.61
2342.00,90.57
2341.00,90.56
2340.00,90.55
2339.00,90.56
2338.00,90.56
2337.00,90.57
2336.00,90.59
2335.00,90.63
2334.00,90.68
2333.00,90.70
2332.00,90.68
2331.00,90.64
2330.00,90.59
2329.00,90.52
2328.00,90.47
2327.00,90.43
2326.00,90.41
2325.00,90.40
2324.00,90.40
2323.00,90.39
2322.00,90.38
2321.00,90.36
2320.00,90.34
2319.00,90.32
2318.00,90.30
2317.00,90.27
2316.00,90.26
2315.00,90.25
2314.00,90.25
2313.00,90.25
2312.00,90.22
2311.00,90.19
2310.00,90.14
2309.00,90.11
2308.00,90.10
2307.00,90.10
2306.00,90.10
2305.00,90.09
2304.00,90.07
2303.00,90.04
2302.00,90.02
2301.00,90.02
2300.00,90.01
2299.00,90.00
2298.00,89.98
2297.00,89.95
2296.00,89.91
2295.00,89.88
2294.00,89.86
2293.00,89.85
2292.00,89.85
2291.00,89.84
2290.00,89.82
2289.00,89.78
2288.00,89.75
2287.00,89.73
2286.00,89.72
2285.00,89.70
2284.00,89.68
2283.00,89.67
2282.00,89.67
2281.00,89.68
2280.00,89.67
2279.00,89.64
2278.00,89.59
2277.00,89.56
2276.00,89.55
2275.00,89.55
2274.00,89.55
2273.00,89.54
2272.00,89.51
2271.00,89.49
2270.00,89.48
2269.00,89.48
2268.00,89.48
2267.00,89.46
2266.00,89.46
2265.00,89.46
2264.00,89.47
2263.00,89.46
2262.00,89.43
2261.00,89.41
2260.00,89.41
2259.00,89.43
2258.00,89.44
2257.00,89.44
2256.00,89.43
2255.00,89.41
2254.00,89.39
2253.00,89.36
2252.00,89.35
2251.00,89.35
2250.00,89.35
2249.00,89.35
2248.00,89.33
2247.00,89.29
2246.00,89.25
2245.00,89.22
2244.00,89.22
2243.00,89.25
2242.00,89.29
2241.00,89.30
2240.00,89.28
2239.00,89.25
2238.00,89.23
2237.00,89.22
2236.00,89.22
2235.00,89.21
2234.00,89.19
2233.00,89.19
2232.00,89.19
2231.00,89.18
2230.00,89.16
2229.00,89.13
2228.00,89.10
2227.00,89.08
2226.00,89.07
2225.00,89.05
2224.00,89.04
2223.00,89.02
2222.00,89.00
2221.00,88.98
2220.00,88.96
2219.00,88.94
2218.00,88.94
2217.00,88.94
2216.00,88.95
2215.00,88.97
2214.00,88.98
2213.00,88.98
2212.00,88.96
2211.00,88.92
2210.00,88.90
2209.00,88.89
2208.00,88.91
2207.00,88.91
2206.00,88.89
2205.00,88.86
2204.00,88.84
2203.00,88.83
2202.00,88.82
2201.00,88.77
2200.00,88.70
2199.00,88.66
2198.00,88.66
2197.00,88.67
2196.00,88.67
2195.00,88.65
2194.00,88.63
2193.00,88.63
2192.00,88.64
2191.00,88.64
2190.00,88.64
2189.00,88.64
2188.00,88.64
2187.00,88.65
2186.00,88.65
2185.00,88.67
2184.00,88.69
2183.00,88.71
2182.00,88.71
2181.00,88.70
2180.00,88.69
2179.00,88.66
2178.00,88.63
2177.00,88.62
2176.00,88.64
2175.00,88.68
2174.00,88.68
2173.00,88.63
2172.00,88.55
2171.00,88.49
2170.00,88.46
2169.00,88.46
2168.00,88.45
2167.00,88.42
2166.00,88.34
2165.00,88.21
2164.00,88.08
2163.00,88.00
2162.00,88.00
2161.00,88.09
2160.00,88.26
2159.00,88.46
2158.00,88.64
2157.00,88.75
2156.00,88.78
2155.00,88.77
2154.00,88.77
2153.00,88.79
2152.00,88.82
2151.00,88.85
2150.00,88.86
2149.00,88.88
2148.00,88.90
2147.00,88.95
2146.00,89.00
2145.00,89.05
2144.00,89.09
2143.00,89.12
2142.00,89.13
2141.00,89.14
2140.00,89.15
2139.00,89.17
2138.00,89.19
2137.00,89.20
2136.00,89.20
2135.00,89.23
2134.00,89.28
2133.00,89.32
2132.00,89.34
2131.00,89.36
2130.00,89.37
2129.00,89.38
2128.00,89.38
2127.00,89.39
2126.00,89.40
2125.00,89.40
2124.00,89.39
2123.00,89.38
2122.00,89.39
2121.00,89.41
2120.00,89.40
2119.00,89.39
2118.00,89.37
2117.00,89.36
2116.00,89.34
2115.00,89.30
2114.00,89.25
2113.00,89.22
2112.00,89.20
2111.00,89.20
2110.00,89.23
2109.00,89.27
2108.00,89.33
2107.00,89.38
2106.00,89.40
2105.00,89.39
2104.00,89.36
2103.00,89.34
2102.00,89.33
2101.00,89.33
2100.00,89.33
2099.00,89.33
2098.00,89.34
2097.00,89.37
2096.00,89.39
2095.00,89.41
2094.00,89.42
2093.00,89.42
2092.00,89.42
2091.00,89.42
2090.00,89.43
2089.00,89.45
2088.00,89.47
2087.00,89.49
2086.00,89.52
2085.00,89.54
2084.00,89.55
2083.00,89.54
2082.00,89.50
2081.00,89.46
2080.00,89.44
2079.00,89.44
2078.00,89.45
2077.00,89.46
2076.00,89.45
2075.00,89.42
2074.00,89.40
2073.00,89.39
2072.00,89.41
2071.00,89.44
2070.00,89.44
2069.00,89.42
2068.00,89.38
2067.00,89.35
2066.00,89.36
2065.00,89.40
2064.00,89.42
2063.00,89.42
2062.00,89.41
2061.00,89.42
2060.00,89.44
2059.00,89.45
2058.00,89.44
2057.00,89.43
2056.00,89.41
2055.00,89.37
2054.00,89.31
2053.00,89.21
2052.00,89.11
2051.00,89.04
2050.00,89.02
2049.00,89.04
2048.00,89.06
2047.00,89.08
2046.00,89.09
2045.00,89.10
2044.00,89.08
2043.00,89.04
2042.00,89.00
2041.00,88.95
2040.00,88.89
2039.00,88.83
2038.00,88.78
2037.00,88.75
2036.00,88.75
2035.00,88.76
2034.00,88.78
2033.00,88.79
2032.00,88.78
2031.00,88.77
2030.00,88.77
2029.00,88.79
2028.00,88.79
2027.00,88.78
2026.00,88.76
2025.00,88.75
2024.00,88.74
2023.00,88.76
2022.00,88.79
2021.00,88.83
2020.00,88.87
2019.00,88.88
2018.00,88.88
2017.00,88.87
2016.00,88.87
2015.00,88.88
2014.00,88.89
2013.00,88.89
2012.00,88.89
2011.00,88.90
2010.00,88.95
2009.00,89.01
2008.00,89.04
2007.00,89.06
2006.00,89.08
2005.00,89.14
2004.00,89.20
2003.00,89.23
2002.00,89.22
2001.00,89.19
2000.00,89.19
1999.00,89.22
1998.00,89.27
1997.00,89.29
1996.00,89.28
1995.00,89.25
1994.00,89.22
1993.00,89.20
1992.00,89.20
1991.00,89.20
1990.00,89.22
1989.00,89.25
1988.00,89.28
1987.00,89.27
1986.00,89.23
1985.00,89.18
1984.00,89.15
1983.00,89.11
1982.00,89.05
1981.00,88.95
1980.00,88.88
1979.00,88.87
1978.00,88.91
1977.00,88.97
1976.00,89.02
1975.00,89.06
1974.00,89.10
1973.00,89.13
1972.00,89.17
1971.00,89.22
1970.00,89.27
1969.00,89.30
1968.00,89.30
1967.00,89.28
1966.00,89.27
1965.00,89.27
1964.00,89.27
1963.00,89.27
1962.00,89.29
1961.00,89.35
1960.00,89.40
1959.00,89.44
1958.00,89.47
1957.00,89.49
1956.00,89.52
1955.00,89.53
1954.00,89.52
1953.00,89.50
1952.00,89.48
1951.00,89.49
1950.00,89.53
1949.00,89.56
1948.00,89.59
1947.00,89.62
1946.00,89.66
1945.00,89.71
1944.00,89.74
1943.00,89.76
1942.00,89.78
1941.00,89.80
1940.00,89.83
1939.00,89.85
1938.00,89.87
1937.00,89.90
1936.00,89.94
1935.00,89.99
1934.00,90.03
1933.00,90.05
1932.00,90.06
1931.00,90.06
1930.00,90.06
1929.00,90.08
1928.00,90.11
1927.00,90.17
1926.00,90.23
1925.00,90.29
1924.00,90.33
1923.00,90.33
1922.00,90.32
1921.00,90.31
1920.00,90.33
1919.00,90.37
1918.00,90.41
1917.00,90.44
1916.00,90.44
1915.00,90.45
1914.00,90.48
1913.00,90.51
1912.00,90.55
1911.00,90.58
1910.00,90.62
1909.00,90.65
1908.00,90.67
1907.00,90.70
1906.00,90.74
1905.00,90.76
1904.00,90.75
1903.00,90.74
1902.00,90.75
1901.00,90.79
1900.00,90.82
1899.00,90.85
1898.00,90.87
1897.00,90.89
1896.00,90.90
1895.00,90.92
1894.00,90.94
1893.00,90.98
1892.00,91.02
1891.00,91.05
1890.00,91.08
1889.00,91.09
1888.00,91.10
1887.00,91.12
1886.00,91.13
1885.00,91.15
1884.00,91.16
1883.00,91.17
1882.00,91.18
1881.00,91.18
1880.00,91.18
1879.00,91.18
1878.00,91.19
1877.00,91.20
1876.00,91.20
1875.00,91.22
1874.00,91.26
1873.00,91.31
1872.00,91.34
1871.00,91.34
1870.00,91.32
1869.00,91.31
1868.00,91.32
1867.00,91.34
1866.00,91.36
1865.00,91.38
1864.00,91.37
1863.00,91.36
1862.00,91.36
1861.00,91.38
1860.00,91.42
1859.00,91.44
1858.00,91.46
1857.00,91.47
1856.00,91.48
1855.00,91.49
1854.00,91.50
1853.00,91.53
1852.00,91.56
1851.00,91.59
1850.00,91.61
1849.00,91.63
1848.00,91.65
1847.00,91.68
1846.00,91.72
1845.00,91.78
1844.00,91.83
1843.00,91.84
1842.00,91.82
1841.00,91.79
1840.00,91.77
1839.00,91.77
1838.00,91.78
1837.00,91.80
1836.00,91.82
1835.00,91.83
1834.00,91.83
1833.00,91.82
1832.00,91.80
1831.00,91.78
1830.00,91.77
1829.00,91.77
1828.00,91.77
1827.00,91.76
1826.00,91.75
1825.00,91.76
1824.00,91.78
1823.00,91.80
1822.00,91.81
1821.00,91.82
1820.00,91.82
1819.00,91.82
1818.00,91.84
1817.00,91.86
1816.00,91.88
1815.00,91.89
1814.00,91.90
1813.00,91.90
1812.00,91.90
1811.00,91.91
1810.00,91.94
1809.00,91.98
1808.00,92.02
1807.00,92.06
1806.00,92.09
1805.00,92.11
1804.00,92.13
1803.00,92.16
1802.00,92.18
1801.00,92.19
1800.00,92.19
1799.00,92.20
1798.00,92.22
1797.00,92.25
1796.00,92.28
1795.00,92.33
1794.00,92.38
1793.00,92.43
1792.00,92.48
1791.00,92.50
1790.00,92.52
1789.00,92.53
1788.00,92.54
1787.00,92.57
1786.00,92.61
1785.00,92.65
1784.00,92.68
1783.00,92.69
1782.00,92.71
1781.00,92.75
1780.00,92.81
1779.00,92.87
1778.00,92.92
1777.00,92.96
1776.00,93.00
1775.00,93.04
1774.00,93.09
1773.00,93.15
1772.00,93.21
1771.00,93.24
1770.00,93.27
1769.00,93.29
1768.00,93.33
1767.00,93.35
1766.00,93.37
1765.00,93.39
1764.00,93.41
1763.00,93.42
1762.00,93.43
1761.00,93.45
1760.00,93.45
1759.00,93.44
1758.00,93.43
1757.00,93.41
1756.00,93.37
1755.00,93.31
1754.00,93.24
1753.00,93.18
1752.00,93.09
1751.00,92.96
1750.00,92.77
1749.00,92.54
1748.00,92.27
1747.00,91.95
1746.00,91.58
1745.00,91.17
1744.00,90.69
1743.00,90.13
1742.00,89.48
1741.00,88.71
1740.00,87.76
1739.00,86.75
1738.00,85.86
1737.00,85.07
1736.00,84.17
1735.00,82.85
1734.00,81.14
1733.00,79.54
1732.00,78.27
1731.00,77.09
1730.00,75.82
1729.00,74.49
1728.00,73.19
1727.00,71.92
1726.00,70.66
1725.00,69.34
1724.00,67.96
1723.00,66.60
1722.00,65.37
1721.00,64.29
1720.00,63.24
1719.00,61.96
1718.00,60.40
1717.00,58.86
1716.00,57.61
1715.00,56.54
1714.00,55.58
1713.00,54.79
1712.00,54.20
1711.00,53.74
1710.00,53.42
1709.00,53.35
1708.00,53.57
1707.00,54.06
1706.00,54.85
1705.00,55.89
1704.00,56.96
1703.00,57.93
1702.00,59.03
1701.00,60.68
1700.00,62.71
1699.00,64.29
1698.00,65.38
1697.00,66.50
1696.00,67.89
1695.00,69.25
1694.00,70.27
1693.00,71.04
1692.00,71.75
1691.00,72.47
1690.00,73.17
1689.00,73.81
1688.00,74.35
1687.00,74.77
1686.00,75.15
1685.00,75.61
1684.00,76.15
1683.00,76.57
1682.00,76.87
1681.00,77.12
1680.00,77.37
1679.00,77.62
1678.00,77.85
1677.00,78.11
1676.00,78.43
1675.00,78.79
1674.00,79.14
1673.00,79.45
1672.00,79.76
1671.00,80.09
1670.00,80.48
1669.00,80.88
1668.00,81.24
1667.00,81.52
1666.00,81.74
1665.00,81.95
1664.00,82.17
1663.00,82.40
1662.00,82.62
1661.00,82.83
1660.00,83.03
1659.00,83.20
1658.00,83.37
1657.00,83.55
1656.00,83.73
1655.00,83.91
1654.00,84.10
1653.00,84.31
1652.00,84.46
1651.00,84.54
1650.00,84.60
1649.00,84.68
1648.00,84.81
1647.00,84.96
1646.00,85.10
1645.00,85.21
1644.00,85.32
1643.00,85.41
1642.00,85.50
1641.00,85.59
1640.00,85.66
1639.00,85.71
1638.00,85.73
1637.00,85.76
1636.00,85.79
1635.00,85.84
1634.00,85.90
1633.00,85.98
1632.00,86.08
1631.00,86.19
1630.00,86.31
1629.00,86.44
1628.00,86.56
1627.00,86.67
1626.00,86.77
1625.00,86.87
1624.00,86.98
1623.00,87.09
1622.00,87.17
1621.00,87.24
1620.00,87.30
1619.00,87.36
1618.00,87.40
1617.00,87.42
1616.00,87.40
1615.00,87.34
1614.00,87.24
1613.00,87.10
1612.00,86.87
1611.00,86.52
1610.00,86.03
1609.00,85.38
1608.00,84.60
1607.00,83.72
1606.00,82.81
1605.00,81.95
1604.00,81.15
1603.00,80.48
1602.00,80.01
1601.00,79.77
1600.00,79.74
1599.00,79.91
1598.00,80.25
1597.00,80.72
1596.00,81.28
1595.00,81.89
1594.00,82.52
1593.00,83.12
1592.00,83.68
1591.00,84.18
1590.00,84.64
1589.00,85.04
1588.00,85.38
1587.00,85.66
1586.00,85.90
1585.00,86.10
1584.00,86.26
1583.00,86.40
1582.00,86.52
1581.00,86.63
1580.00,86.74
1579.00,86.85
1578.00,86.96
1577.00,87.09
1576.00,87.25
1575.00,87.40
1574.00,87.51
1573.00,87.60
1572.00,87.70
1571.00,87.80
1570.00,87.90
1569.00,87.99
1568.00,88.07
1567.00,88.15
1566.00,88.22
1565.00,88.30
1564.00,88.38
1563.00,88.44
1562.00,88.51
1561.00,88.57
1560.00,88.64
1559.00,88.72
1558.00,88.77
1557.00,88.80
1556.00,88.84
1555.00,88.90
1554.00,88.97
1553.00,89.03
1552.00,89.09
1551.00,89.13
1550.00,89.17
1549.00,89.21
1548.00,89.24
1547.00,89.26
1546.00,89.28
1545.00,89.30
1544.00,89.34
1543.00,89.38
1542.00,89.42
1541.00,89.47
1540.00,89.57
1539.00,89.67
1538.00,89.73
1537.00,89.76
1536.00,89.79
1535.00,89.83
1534.00,89.89
1533.00,89.95
1532.00,90.00
1531.00,90.04
1530.00,90.08
1529.00,90.14
1528.00,90.21
1527.00,90.27
1526.00,90.31
1525.00,90.34
1524.00,90.38
1523.00,90.43
1522.00,90.49
1521.00,90.55
1520.00,90.58
1519.00,90.60
1518.00,90.62
1517.00,90.64
1516.00,90.64
1515.00,90.63
1514.00,90.60
1513.00,90.56
1512.00,90.51
1511.00,90.43
1510.00,90.32
1509.00,90.15
1508.00,89.79
1507.00,89.07
1506.00,88.19
1505.00,87.49
1504.00,87.01
1503.00,86.67
1502.00,86.46
1501.00,86.42
1500.00,86.57
1499.00,86.91
1498.00,87.37
1497.00,87.89
1496.00,88.38
1495.00,88.77
1494.00,89.04
1493.00,89.24
1492.00,89.40
1491.00,89.54
1490.00,89.62
1489.00,89.63
1488.00,89.57
1487.00,89.44
1486.00,89.23
1485.00,88.93
1484.00,88.54
1483.00,88.05
1482.00,87.47
1481.00,86.86
1480.00,86.33
1479.00,85.93
1478.00,85.67
1477.00,85.58
1476.00,85.67
1475.00,85.94
1474.00,86.32
1473.00,86.77
1472.00,87.18
1471.00,87.43
1470.00,87.57
1469.00,87.65
1468.00,87.73
1467.00,87.81
1466.00,87.88
1465.00,87.93
1464.00,87.95
1463.00,87.91
1462.00,87.85
1461.00,87.77
1460.00,87.71
1459.00,87.68
1458.00,87.69
1457.00,87.75
1456.00,87.82
1455.00,87.87
1454.00,87.91
1453.00,87.97
1452.00,88.06
1451.00,88.17
1450.00,88.29
1449.00,88.45
1448.00,88.62
1447.00,88.80
1446.00,88.94
1445.00,89.08
1444.00,89.21
1443.00,89.34
1442.00,89.45
1441.00,89.55
1440.00,89.64
1439.00,89.73
1438.00,89.84
1437.00,89.98
1436.00,90.13
1435.00,90.24
1434.00,90.33
1433.00,90.43
1432.00,90.55
1431.00,90.68
1430.00,90.81
1429.00,90.94
1428.00,91.06
1427.00,91.15
1426.00,91.23
1425.00,91.30
1424.00,91.35
1423.00,91.40
1422.00,91.43
1421.00,91.48
1420.00,91.50
1419.00,91.47
1418.00,91.39
1417.00,91.27
1416.00,91.13
1415.00,90.97
1414.00,90.78
1413.00,90.57
1412.00,90.33
1411.00,90.06
1410.00,89.79
1409.00,89.55
1408.00,89.35
1407.00,89.20
1406.00,89.11
1405.00,89.09
1404.00,89.14
1403.00,89.24
1402.00,89.37
1401.00,89.50
1400.00,89.65
1399.00,89.77
1398.00,89.86
1397.00,89.91
1396.00,89.91
1395.00,89.87
1394.00,89.78
1393.00,89.67
1392.00,89.53
1391.00,89.37
1390.00,89.19
1389.00,88.98
1388.00,88.70
1387.00,88.33
1386.00,87.90
1385.00,87.42
1384.00,86.89
1383.00,86.29
1382.00,85.63
1381.00,84.93
1380.00,84.21
1379.00,83.51
1378.00,82.88
1377.00,82.37
1376.00,82.01
1375.00,81.81
1374.00,81.80
1373.00,81.96
1372.00,82.26
1371.00,82.69
1370.00,83.22
1369.00,83.84
1368.00,84.50
1367.00,85.15
1366.00,85.76
1365.00,86.35
1364.00,86.94
1363.00,87.54
1362.00,88.11
1361.00,88.59
1360.00,88.99
1359.00,89.34
1358.00,89.64
1357.00,89.86
1356.00,90.02
1355.00,90.11
1354.00,90.14
1353.00,90.08
1352.00,89.92
1351.00,89.63
1350.00,89.17
1349.00,88.50
1348.00,87.59
1347.00,86.44
1346.00,85.04
1345.00,83.46
1344.00,81.80
1343.00,80.22
1342.00,78.83
1341.00,77.70
1340.00,76.91
1339.00,76.49
1338.00,76.38
1337.00,76.44
1336.00,76.52
1335.00,76.53
1334.00,76.43
1333.00,76.28
1332.00,76.16
1331.00,76.22
1330.00,76.61
1329.00,77.45
1328.00,78.78
1327.00,80.53
1326.00,82.51
1325.00,84.46
1324.00,86.20
1323.00,87.61
1322.00,88.70
1321.00,89.52
1320.00,90.14
1319.00,90.61
1318.00,90.95
1317.00,91.21
1316.00,91.41
1315.00,91.55
1314.00,91.64
1313.00,91.71
1312.00,91.75
1311.00,91.74
1310.00,91.69
1309.00,91.58
1308.00,91.44
1307.00,91.26
1306.00,91.05
1305.00,90.79
1304.00,90.47
1303.00,90.09
1302.00,89.64
1301.00,89.14
1300.00,88.61
1299.00,88.06
1298.00,87.49
1297.00,86.91
1296.00,86.33
1295.00,85.75
1294.00,85.20
1293.00,84.67
1292.00,84.18
1291.00,83.72
1290.00,83.30
1289.00,82.89
1288.00,82.48
1287.00,82.04
1286.00,81.56
1285.00,81.00
1284.00,80.34
1283.00,79.59
1282.00,78.81
1281.00,78.03
1280.00,77.30
1279.00,76.67
1278.00,76.18
1277.00,75.84
1276.00,75.67
1275.00,75.66
1274.00,75.80
1273.00,76.03
1272.00,76.29
1271.00,76.50
1270.00,76.57
1269.00,76.45
1268.00,76.10
1267.00,75.56
1266.00,74.84
1265.00,73.97
1264.00,72.99
1263.00,71.94
1262.00,70.84
1261.00,69.71
1260.00,68.58
1259.00,67.49
1258.00,66.44
1257.00,65.41
1256.00,64.39
1255.00,63.39
1254.00,62.43
1253.00,61.50
1252.00,60.64
1251.00,59.87
1250.00,59.21
1249.00,58.65
1248.00,58.18
1247.00,57.83
1246.00,57.61
1245.00,57.51
1244.00,57.52
1243.00,57.62
1242.00,57.81
1241.00,58.05
1240.00,58.35
1239.00,58.73
1238.00,59.17
1237.00,59.65
1236.00,60.14
1235.00,60.66
1234.00,61.20
1233.00,61.76
1232.00,62.31
1231.00,62.88
1230.00,63.43
1229.00,63.95
1228.00,64.40
1227.00,64.79
1226.00,65.13
1225.00,65.40
1224.00,65.59
1223.00,65.71
1222.00,65.77
1221.00,65.77
1220.00,65.73
1219.00,65.68
1218.00,65.66
1217.00,65.69
1216.00,65.78
1215.00,66.00
1214.00,66.36
1213.00,66.90
1212.00,67.64
1211.00,68.58
1210.00,69.71
1209.00,71.00
1208.00,72.42
1207.00,73.97
1206.00,75.60
1205.00,77.28
1204.00,78.94
1203.00,80.54
1202.00,82.00
1201.00,83.26
1200.00,84.27
1199.00,85.02
1198.00,85.44
1197.00,85.47
1196.00,85.03
1195.00,84.07
1194.00,82.59
1193.00,80.64
1192.00,78.34
1191.00,75.86
1190.00,73.41
1189.00,71.11
1188.00,69.06
1187.00,67.26
1186.00,65.68
1185.00,64.25
1184.00,62.95
1183.00,61.78
1182.00,60.75
1181.00,59.87
1180.00,59.20
1179.00,58.77
1178.00,58.61
1177.00,58.69
1176.00,58.94
1175.00,59.32
1174.00,59.77
1173.00,60.22
1172.00,60.64
1171.00,61.02
1170.00,61.35
1169.00,61.64
1168.00,61.87
1167.00,62.11
1166.00,62.38
1165.00,62.66
1164.00,62.96
1163.00,63.30
1162.00,63.69
1161.00,64.14
1160.00,64.62
1159.00,65.14
1158.00,65.68
1157.00,66.23
1156.00,66.81
1155.00,67.45
1154.00,68.15
1153.00,68.91
1152.00,69.71
1151.00,70.53
1150.00,71.30
1149.00,71.87
1148.00,72.14
1147.00,72.00
1146.00,71.44
1145.00,70.52
1144.00,69.37
1143.00,68.21
1142.00,67.16
1141.00,66.28
1140.00,65.55
1139.00,64.96
1138.00,64.46
1137.00,64.01
1136.00,63.58
1135.00,63.17
1134.00,62.80
1133.00,62.47
1132.00,62.19
1131.00,62.01
1130.00,62.00
1129.00,62.23
1128.00,62.73
1127.00,63.48
1126.00,64.41
1125.00,65.39
1124.00,66.35
1123.00,67.26
1122.00,68.10
1121.00,68.84
1120.00,69.50
1119.00,70.10
1118.00,70.66
1117.00,71.15
1116.00,71.57
1115.00,71.91
1114.00,72.12
1113.00,72.16
1112.00,72.00
1111.00,71.67
1110.00,71.15
1109.00,70.44
1108.00,69.59
1107.00,68.66
1106.00,67.72
1105.00,66.79
1104.00,65.92
1103.00,65.13
1102.00,64.44
1101.00,63.82
1100.00,63.23
1099.00,62.67
1098.00,62.13
1097.00,61.59
1096.00,61.06
1095.00,60.58
1094.00,60.14
1093.00,59.74
1092.00,59.37
1091.00,59.05
1090.00,58.79
1089.00,58.56
1088.00,58.37
1087.00,58.27
1086.00,58.27
1085.00,58.35
1084.00,58.50
1083.00,58.75
1082.00,59.09
1081.00,59.49
1080.00,59.92
1079.00,60.38
1078.00,60.87
1077.00,61.36
1076.00,61.86
1075.00,62.37
1074.00,62.92
1073.00,63.45
1072.00,63.95
1071.00,64.43
1070.00,64.88
1069.00,65.30
1068.00,65.67
1067.00,66.03
1066.00,66.37
1065.00,66.69
1064.00,67.01
1063.00,67.32
1062.00,67.62
1061.00,67.90
1060.00,68.13
1059.00,68.34
1058.00,68.54
1057.00,68.72
1056.00,68.89
1055.00,69.08
1054.00,69.27
1053.00,69.43
1052.00,69.58
1051.00,69.70
1050.00,69.82
1049.00,69.94
1048.00,70.06
1047.00,70.20
1046.00,70.36
1045.00,70.49
1044.00,70.61
1043.00,70.72
1042.00,70.84
1041.00,70.96
1040.00,71.10
1039.00,71.26
1038.00,71.44
1037.00,71.62
1036.00,71.78
1035.00,71.93
1034.00,72.09
1033.00,72.25
1032.00,72.42
1031.00,72.59
1030.00,72.77
1029.00,72.94
1028.00,73.08
1027.00,73.23
1026.00,73.39
1025.00,73.56
1024.00,73.74
1023.00,73.91
1022.00,74.09
1021.00,74.26
1020.00,74.42
1019.00,74.59
1018.00,74.77
1017.00,74.95
1016.00,75.12
1015.00,75.28
1014.00,75.41
1013.00,75.51
1012.00,75.54
1011.00,75.48
1010.00,75.34
1009.00,75.09
1008.00,74.73
1007.00,74.28
1006.00,73.76
1005.00,73.21
1004.00,72.66
1003.00,72.14
1002.00,71.68
1001.00,71.28
1000.00,70.94
999.00,70.68
998.00,70.48
997.00,70.34
996.00,70.23
995.00,70.15
994.00,70.11
993.00,70.08
992.00,70.05
991.00,70.03
990.00,70.00
989.00,69.94
988.00,69.87
987.00,69.77
986.00,69.65
985.00,69.48
984.00,69.31
983.00,69.17
982.00,69.08
981.00,69.07
980.00,69.11
979.00,69.20
978.00,69.31
977.00,69.45
976.00,69.59
975.00,69.75
974.00,69.90
973.00,70.04
972.00,70.18
971.00,70.33
970.00,70.49
969.00,70.63
968.00,70.76
967.00,70.87
966.00,70.97
965.00,71.04
964.00,71.13
963.00,71.25
962.00,71.43
961.00,71.64
960.00,71.88
959.00,72.12
958.00,72.36
957.00,72.61
956.00,72.85
955.00,73.09
954.00,73.34
953.00,73.58
952.00,73.81
951.00,74.03
950.00,74.22
949.00,74.39
948.00,74.50
947.00,74.56
946.00,74.53
945.00,74.42
944.00,74.22
943.00,73.95
942.00,73.60
941.00,73.18
940.00,72.72
939.00,72.26
938.00,71.80
937.00,71.32
936.00,70.83
935.00,70.36
934.00,69.96
933.00,69.65
932.00,69.45
931.00,69.35
930.00,69.31
929.00,69.28
928.00,69.20
927.00,69.05
926.00,68.84
925.00,68.55
924.00,68.22
923.00,67.88
922.00,67.55
921.00,67.23
920.00,66.95
919.00,66.75
918.00,66.67
917.00,66.69
916.00,66.83
915.00,67.07
914.00,67.39
913.00,67.76
912.00,68.14
911.00,68.52
910.00,68.85
909.00,69.10
908.00,69.22
907.00,69.20
906.00,69.06
905.00,68.82
904.00,68.59
903.00,68.44
