Created as New Dataset,15.2 Red Wool sheep scoured
cm-1,%T
2460.00,97.52
2459.00,97.56
2458.00,97.59
2457.00,97.61
2456.00,97.62
2455.00,97.61
2454.00,97.60
2453.00,97.57
2452.00,97.56
2451.00,97.55
2450.00,97.56
2449.00,97.56
2448.00,97.55
2447.00,97.55
2446.00,97.55
2445.00,97.54
2444.00,97.54
2443.00,97.54
2442.00,97.56
2441.00,97.59
2440.00,97.62
2439.00,97.63
2438.00,97.62
2437.00,97.61
2436.00,97.61
2435.00,97.62
2434.00,97.62
2433.00,97.61
2432.00,97.59
2431.00,97.59
2430.00,97.60
2429.00,97.61
2428.00,97.61
2427.00,97.61
2426.00,97.62
2425.00,97.62
2424.00,97.63
2423.00,97.63
2422.00,97.62
2421.00,97.62
2420.00,97.62
2419.00,97.61
2418.00,97.62
2417.00,97.63
2416.00,97.65
2415.00,97.67
2414.00,97.67
2413.00,97.66
2412.00,97.65
2411.00,97.64
2410.00,97.64
2409.00,97.66
2408.00,97.68
2407.00,97.70
2406.00,97.72
2405.00,97.71
2404.00,97.70
2403.00,97.70
2402.00,97.72
2401.00,97.74
2400.00,97.77
2399.00,97.79
2398.00,97.80
2397.00,97.79
2396.00,97.77
2395.00,97.75
2394.00,97.74
2393.00,97.75
2392.00,97.77
2391.00,97.78
2390.00,97.79
2389.00,97.78
2388.00,97.78
2387.00,97.80
2386.00,97.82
2385.00,97.84
2384.00,97.86
2383.00,97.88
2382.00,97.89
2381.00,97.89
2380.00,97.88
2379.00,97.88
2378.00,97.89
2377.00,97.91
2376.00,97.91
2375.00,97.91
2374.00,97.91
2373.00,97.92
2372.00,97.93
2371.00,97.95
2370.00,97.97
2369.00,97.99
2368.00,97.99
2367.00,97.97
2366.00,97.95
2365.00,97.97
2364.00,98.02
2363.00,98.03
2362.00,97.97
2361.00,97.88
2360.00,97.84
2359.00,97.89
2358.00,97.97
2357.00,98.05
2356.00,98.08
2355.00,98.06
2354.00,97.99
2353.00,97.95
2352.00,97.95
2351.00,97.99
2350.00,98.00
2349.00,98.00
2348.00,97.99
2347.00,98.00
2346.00,98.03
2345.00,98.06
2344.00,98.07
2343.00,98.05
2342.00,98.00
2341.00,97.94
2340.00,97.89
2339.00,97.88
2338.00,97.89
2337.00,97.92
2336.00,97.96
2335.00,97.98
2334.00,97.98
2333.00,97.98
2332.00,98.00
2331.00,98.04
2330.00,98.06
2329.00,98.05
2328.00,98.01
2327.00,97.96
2326.00,97.90
2325.00,97.85
2324.00,97.80
2323.00,97.76
2322.00,97.74
2321.00,97.73
2320.00,97.73
2319.00,97.75
2318.00,97.75
2317.00,97.76
2316.00,97.76
2315.00,97.78
2314.00,97.80
2313.00,97.81
2312.00,97.81
2311.00,97.81
2310.00,97.80
2309.00,97.79
2308.00,97.77
2307.00,97.75
2306.00,97.73
2305.00,97.72
2304.00,97.71
2303.00,97.71
2302.00,97.71
2301.00,97.72
2300.00,97.70
2299.00,97.67
2298.00,97.63
2297.00,97.60
2296.00,97.58
2295.00,97.57
2294.00,97.57
2293.00,97.55
2292.00,97.53
2291.00,97.51
2290.00,97.49
2289.00,97.48
2288.00,97.46
2287.00,97.43
2286.00,97.40
2285.00,97.37
2284.00,97.35
2283.00,97.36
2282.00,97.39
2281.00,97.42
2280.00,97.43
2279.00,97.44
2278.00,97.43
2277.00,97.40
2276.00,97.37
2275.00,97.34
2274.00,97.34
2273.00,97.34
2272.00,97.34
2271.00,97.33
2270.00,97.31
2269.00,97.26
2268.00,97.22
2267.00,97.19
2266.00,97.20
2265.00,97.23
2264.00,97.26
2263.00,97.29
2262.00,97.28
2261.00,97.25
2260.00,97.20
2259.00,97.16
2258.00,97.12
2257.00,97.10
2256.00,97.09
2255.00,97.11
2254.00,97.14
2253.00,97.17
2252.00,97.18
2251.00,97.16
2250.00,97.13
2249.00,97.10
2248.00,97.09
2247.00,97.09
2246.00,97.09
2245.00,97.08
2244.00,97.07
2243.00,97.05
2242.00,97.05
2241.00,97.05
2240.00,97.04
2239.00,97.03
2238.00,97.00
2237.00,96.99
2236.00,97.01
2235.00,97.05
2234.00,97.08
2233.00,97.08
2232.00,97.04
2231.00,97.00
2230.00,96.97
2229.00,96.95
2228.00,96.96
2227.00,96.98
2226.00,96.99
2225.00,96.97
2224.00,96.93
2223.00,96.88
2222.00,96.85
2221.00,96.85
2220.00,96.87
2219.00,96.90
2218.00,96.91
2217.00,96.90
2216.00,96.88
2215.00,96.90
2214.00,96.92
2213.00,96.93
2212.00,96.88
2211.00,96.80
2210.00,96.71
2209.00,96.64
2208.00,96.62
2207.00,96.62
2206.00,96.64
2205.00,96.65
2204.00,96.66
2203.00,96.67
2202.00,96.67
2201.00,96.64
2200.00,96.61
2199.00,96.59
2198.00,96.61
2197.00,96.66
2196.00,96.70
2195.00,96.70
2194.00,96.65
2193.00,96.59
2192.00,96.56
2191.00,96.57
2190.00,96.58
2189.00,96.58
2188.00,96.56
2187.00,96.53
2186.00,96.51
2185.00,96.51
2184.00,96.53
2183.00,96.57
2182.00,96.60
2181.00,96.60
2180.00,96.58
2179.00,96.56
2178.00,96.56
2177.00,96.58
2176.00,96.61
2175.00,96.63
2174.00,96.62
2173.00,96.60
2172.00,96.54
2171.00,96.48
2170.00,96.41
2169.00,96.34
2168.00,96.30
2167.00,96.28
2166.00,96.27
2165.00,96.25
2164.00,96.21
2163.00,96.15
2162.00,96.11
2161.00,96.12
2160.00,96.20
2159.00,96.31
2158.00,96.41
2157.00,96.48
2156.00,96.55
2155.00,96.64
2154.00,96.69
2153.00,96.70
2152.00,96.67
2151.00,96.65
2150.00,96.66
2149.00,96.70
2148.00,96.77
2147.00,96.83
2146.00,96.86
2145.00,96.85
2144.00,96.83
2143.00,96.86
2142.00,96.91
2141.00,96.95
2140.00,96.97
2139.00,96.96
2138.00,96.95
2137.00,96.96
2136.00,97.00
2135.00,97.07
2134.00,97.17
2133.00,97.26
2132.00,97.32
2131.00,97.33
2130.00,97.30
2129.00,97.25
2128.00,97.22
2127.00,97.21
2126.00,97.22
2125.00,97.21
2124.00,97.20
2123.00,97.18
2122.00,97.17
2121.00,97.16
2120.00,97.15
2119.00,97.16
2118.00,97.18
2117.00,97.21
2116.00,97.23
2115.00,97.23
2114.00,97.20
2113.00,97.16
2112.00,97.12
2111.00,97.10
2110.00,97.09
2109.00,97.10
2108.00,97.11
2107.00,97.12
2106.00,97.13
2105.00,97.13
2104.00,97.12
2103.00,97.12
2102.00,97.11
2101.00,97.10
2100.00,97.11
2099.00,97.12
2098.00,97.15
2097.00,97.19
2096.00,97.23
2095.00,97.26
2094.00,97.27
2093.00,97.24
2092.00,97.19
2091.00,97.16
2090.00,97.15
2089.00,97.16
2088.00,97.16
2087.00,97.13
2086.00,97.08
2085.00,97.04
2084.00,97.03
2083.00,97.05
2082.00,97.08
2081.00,97.09
2080.00,97.09
2079.00,97.06
2078.00,97.03
2077.00,96.99
2076.00,96.97
2075.00,96.97
2074.00,96.99
2073.00,97.02
2072.00,97.04
2071.00,97.03
2070.00,97.00
2069.00,96.97
2068.00,96.97
2067.00,97.00
2066.00,97.03
2065.00,97.03
2064.00,97.00
2063.00,96.98
2062.00,96.97
2061.00,96.99
2060.00,97.01
2059.00,97.04
2058.00,97.06
2057.00,97.07
2056.00,97.05
2055.00,97.03
2054.00,96.99
2053.00,96.95
2052.00,96.91
2051.00,96.87
2050.00,96.83
2049.00,96.79
2048.00,96.76
2047.00,96.76
2046.00,96.76
2045.00,96.75
2044.00,96.72
2043.00,96.69
2042.00,96.66
2041.00,96.62
2040.00,96.58
2039.00,96.56
2038.00,96.54
2037.00,96.51
2036.00,96.48
2035.00,96.48
2034.00,96.50
2033.00,96.53
2032.00,96.58
2031.00,96.66
2030.00,96.74
2029.00,96.78
2028.00,96.79
2027.00,96.80
2026.00,96.80
2025.00,96.79
2024.00,96.73
2023.00,96.67
2022.00,96.64
2021.00,96.65
2020.00,96.69
2019.00,96.74
2018.00,96.79
2017.00,96.83
2016.00,96.86
2015.00,96.86
2014.00,96.80
2013.00,96.70
2012.00,96.60
2011.00,96.55
2010.00,96.56
2009.00,96.61
2008.00,96.67
2007.00,96.73
2006.00,96.78
2005.00,96.81
2004.00,96.83
2003.00,96.86
2002.00,96.90
2001.00,96.92
2000.00,96.92
1999.00,96.90
1998.00,96.88
1997.00,96.85
1996.00,96.85
1995.00,96.88
1994.00,96.93
1993.00,96.97
1992.00,96.98
1991.00,96.97
1990.00,96.93
1989.00,96.88
1988.00,96.84
1987.00,96.83
1986.00,96.83
1985.00,96.83
1984.00,96.82
1983.00,96.82
1982.00,96.81
1981.00,96.76
1980.00,96.71
1979.00,96.68
1978.00,96.69
1977.00,96.70
1976.00,96.72
1975.00,96.76
1974.00,96.84
1973.00,96.91
1972.00,96.96
1971.00,96.97
1970.00,96.98
1969.00,96.96
1968.00,96.94
1967.00,96.91
1966.00,96.90
1965.00,96.92
1964.00,96.96
1963.00,97.02
1962.00,97.08
1961.00,97.12
1960.00,97.14
1959.00,97.16
1958.00,97.20
1957.00,97.25
1956.00,97.32
1955.00,97.38
1954.00,97.39
1953.00,97.37
1952.00,97.32
1951.00,97.29
1950.00,97.28
1949.00,97.27
1948.00,97.27
1947.00,97.27
1946.00,97.27
1945.00,97.25
1944.00,97.24
1943.00,97.25
1942.00,97.31
1941.00,97.37
1940.00,97.44
1939.00,97.48
1938.00,97.49
1937.00,97.47
1936.00,97.44
1935.00,97.42
1934.00,97.41
1933.00,97.41
1932.00,97.41
1931.00,97.43
1930.00,97.48
1929.00,97.54
1928.00,97.57
1927.00,97.58
1926.00,97.58
1925.00,97.58
1924.00,97.59
1923.00,97.61
1922.00,97.61
1921.00,97.61
1920.00,97.60
1919.00,97.59
1918.00,97.58
1917.00,97.57
1916.00,97.58
1915.00,97.60
1914.00,97.61
1913.00,97.61
1912.00,97.61
1911.00,97.64
1910.00,97.67
1909.00,97.68
1908.00,97.67
1907.00,97.67
1906.00,97.66
1905.00,97.65
1904.00,97.64
1903.00,97.63
1902.00,97.63
1901.00,97.64
1900.00,97.66
1899.00,97.69
1898.00,97.72
1897.00,97.73
1896.00,97.74
1895.00,97.73
1894.00,97.73
1893.00,97.74
1892.00,97.75
1891.00,97.77
1890.00,97.79
1889.00,97.80
1888.00,97.81
1887.00,97.81
1886.00,97.79
1885.00,97.75
1884.00,97.72
1883.00,97.71
1882.00,97.71
1881.00,97.72
1880.00,97.74
1879.00,97.77
1878.00,97.79
1877.00,97.80
1876.00,97.82
1875.00,97.84
1874.00,97.85
1873.00,97.86
1872.00,97.86
1871.00,97.88
1870.00,97.91
1869.00,97.93
1868.00,97.92
1867.00,97.90
1866.00,97.88
1865.00,97.87
1864.00,97.87
1863.00,97.89
1862.00,97.90
1861.00,97.90
1860.00,97.89
1859.00,97.87
1858.00,97.87
1857.00,97.87
1856.00,97.88
1855.00,97.89
1854.00,97.91
1853.00,97.92
1852.00,97.92
1851.00,97.93
1850.00,97.94
1849.00,97.95
1848.00,97.97
1847.00,98.00
1846.00,98.04
1845.00,98.06
1844.00,98.04
1843.00,98.00
1842.00,97.98
1841.00,97.97
1840.00,97.97
1839.00,97.97
1838.00,97.98
1837.00,97.99
1836.00,98.01
1835.00,98.02
1834.00,98.03
1833.00,98.02
1832.00,98.02
1831.00,98.04
1830.00,98.05
1829.00,98.04
1828.00,98.02
1827.00,98.02
1826.00,98.04
1825.00,98.04
1824.00,98.03
1823.00,98.02
1822.00,98.03
1821.00,98.03
1820.00,98.03
1819.00,98.03
1818.00,98.05
1817.00,98.05
1816.00,98.05
1815.00,98.04
1814.00,98.03
1813.00,98.02
1812.00,98.02
1811.00,98.03
1810.00,98.04
1809.00,98.04
1808.00,98.03
1807.00,98.02
1806.00,98.01
1805.00,98.00
1804.00,97.99
1803.00,98.01
1802.00,98.04
1801.00,98.05
1800.00,98.05
1799.00,98.03
1798.00,98.02
1797.00,98.00
1796.00,97.99
1795.00,98.00
1794.00,98.04
1793.00,98.06
1792.00,98.05
1791.00,98.04
1790.00,98.04
1789.00,98.04
1788.00,98.02
1787.00,98.00
1786.00,97.99
1785.00,97.99
1784.00,97.98
1783.00,97.97
1782.00,97.97
1781.00,97.96
1780.00,97.93
1779.00,97.88
1778.00,97.87
1777.00,97.86
1776.00,97.84
1775.00,97.83
1774.00,97.83
1773.00,97.82
1772.00,97.79
1771.00,97.76
1770.00,97.73
1769.00,97.72
1768.00,97.79
1767.00,97.74
1766.00,97.70
1765.00,97.66
1764.00,97.64
1763.00,97.64
1762.00,97.63
1761.00,97.60
1760.00,97.56
1759.00,97.53
1758.00,97.50
1757.00,97.45
1756.00,97.39
1755.00,97.33
1754.00,97.28
1753.00,97.21
1752.00,97.11
1751.00,97.02
1750.00,96.94
1749.00,96.87
1748.00,96.79
1747.00,96.70
1746.00,96.61
1745.00,96.51
1744.00,96.40
1743.00,96.28
1742.00,96.19
1741.00,96.11
1740.00,96.02
1739.00,95.93
1738.00,95.87
1737.00,95.85
1736.00,95.84
1735.00,95.82
1734.00,95.81
1733.00,95.77
1732.00,95.77
1731.00,95.81
1730.00,95.87
1729.00,95.90
1728.00,95.89
1727.00,95.89
1726.00,95.90
1725.00,95.90
1724.00,95.88
1723.00,95.87
1722.00,95.88
1721.00,95.89
1720.00,95.89
1719.00,95.87
1718.00,95.80
1717.00,95.69
1716.00,95.60
1715.00,95.57
1714.00,95.56
1713.00,95.51
1712.00,95.41
1711.00,95.31
1710.00,95.20
1709.00,95.08
1708.00,94.96
1707.00,94.83
1706.00,94.70
1705.00,94.53
1704.00,94.37
1703.00,94.26
1702.00,94.14
1701.00,93.89
1700.00,93.51
1699.00,93.16
1698.00,92.88
1697.00,92.58
1696.00,92.15
1695.00,91.71
1694.00,91.41
1693.00,91.22
1692.00,91.00
1691.00,90.72
1690.00,90.41
1689.00,90.11
1688.00,89.84
1687.00,89.58
1686.00,89.26
1685.00,88.85
1684.00,88.43
1683.00,88.15
1682.00,88.00
1681.00,87.84
1680.00,87.57
1679.00,87.27
1678.00,87.00
1677.00,86.74
1676.00,86.46
1675.00,86.19
1674.00,85.97
1673.00,85.76
1672.00,85.52
1671.00,85.26
1670.00,84.97
1669.00,84.68
1668.00,84.41
1667.00,84.17
1666.00,83.95
1665.00,83.70
1664.00,83.41
1663.00,83.10
1662.00,82.79
1661.00,82.50
1660.00,82.22
1659.00,81.94
1658.00,81.65
1657.00,81.37
1656.00,81.09
1655.00,80.78
1654.00,80.39
1653.00,79.93
1652.00,79.55
1651.00,79.34
1650.00,79.24
1649.00,79.13
1648.00,78.95
1647.00,78.74
1646.00,78.57
1645.00,78.46
1644.00,78.37
1643.00,78.28
1642.00,78.20
1641.00,78.12
1640.00,78.02
1639.00,77.92
1638.00,77.84
1637.00,77.78
1636.00,77.75
1635.00,77.76
1634.00,77.76
1633.00,77.74
1632.00,77.69
1631.00,77.64
1630.00,77.60
1629.00,77.61
1628.00,77.64
1627.00,77.69
1626.00,77.74
1625.00,77.82
1624.00,77.94
1623.00,78.12
1622.00,78.35
1621.00,78.56
1620.00,78.75
1619.00,78.92
1618.00,79.13
1617.00,79.40
1616.00,79.72
1615.00,80.05
1614.00,80.39
1613.00,80.73
1612.00,81.06
1611.00,81.39
1610.00,81.74
1609.00,82.10
1608.00,82.46
1607.00,82.80
1606.00,83.12
1605.00,83.44
1604.00,83.76
1603.00,84.08
1602.00,84.39
1601.00,84.68
1600.00,84.95
1599.00,85.21
1598.00,85.45
1597.00,85.68
1596.00,85.90
1595.00,86.10
1594.00,86.27
1593.00,86.43
1592.00,86.59
1591.00,86.76
1590.00,86.91
1589.00,87.04
1588.00,87.16
1587.00,87.26
1586.00,87.33
1585.00,87.37
1584.00,87.40
1583.00,87.42
1582.00,87.42
1581.00,87.40
1580.00,87.39
1579.00,87.36
1578.00,87.29
1577.00,87.16
1576.00,87.02
1575.00,86.91
1574.00,86.85
1573.00,86.84
1572.00,86.80
1571.00,86.71
1570.00,86.56
1569.00,86.40
1568.00,86.27
1567.00,86.14
1566.00,85.97
1565.00,85.76
1564.00,85.55
1563.00,85.37
1562.00,85.19
1561.00,84.97
1560.00,84.68
1559.00,84.34
1558.00,84.02
1557.00,83.82
1556.00,83.64
1555.00,83.38
1554.00,83.09
1553.00,82.80
1552.00,82.57
1551.00,82.34
1550.00,82.08
1549.00,81.83
1548.00,81.60
1547.00,81.40
1546.00,81.21
1545.00,81.03
1544.00,80.87
1543.00,80.71
1542.00,80.52
1541.00,80.30
1540.00,80.09
1539.00,79.93
1538.00,79.84
1537.00,79.80
1536.00,79.78
1535.00,79.75
1534.00,79.70
1533.00,79.66
1532.00,79.63
1531.00,79.60
1530.00,79.55
1529.00,79.51
1528.00,79.49
1527.00,79.51
1526.00,79.54
1525.00,79.55
1524.00,79.55
1523.00,79.54
1522.00,79.52
1521.00,79.50
1520.00,79.48
1519.00,79.45
1518.00,79.42
1517.00,79.38
1516.00,79.37
1515.00,79.40
1514.00,79.46
1513.00,79.55
1512.00,79.66
1511.00,79.79
1510.00,79.93
1509.00,80.08
1508.00,80.31
1507.00,80.64
1506.00,80.96
1505.00,81.19
1504.00,81.36
1503.00,81.52
1502.00,81.70
1501.00,81.91
1500.00,82.15
1499.00,82.41
1498.00,82.71
1497.00,83.04
1496.00,83.38
1495.00,83.69
1494.00,83.97
1493.00,84.25
1492.00,84.54
1491.00,84.87
1490.00,85.24
1489.00,85.59
1488.00,85.89
1487.00,86.13
1486.00,86.34
1485.00,86.51
1484.00,86.65
1483.00,86.77
1482.00,86.89
1481.00,86.99
1480.00,87.06
1479.00,87.10
1478.00,87.13
1477.00,87.13
1476.00,87.07
1475.00,86.95
1474.00,86.76
1473.00,86.51
1472.00,86.24
1471.00,86.02
1470.00,85.83
1469.00,85.66
1468.00,85.50
1467.00,85.38
1466.00,85.31
1465.00,85.27
1464.00,85.25
1463.00,85.24
1462.00,85.24
1461.00,85.23
1460.00,85.21
1459.00,85.18
1458.00,85.13
1457.00,85.07
1456.00,85.02
1455.00,84.99
1454.00,84.97
1453.00,84.95
1452.00,84.94
1451.00,84.95
1450.00,84.97
1449.00,85.00
1448.00,85.05
1447.00,85.08
1446.00,85.11
1445.00,85.14
1444.00,85.17
1443.00,85.22
1442.00,85.28
1441.00,85.34
1440.00,85.41
1439.00,85.49
1438.00,85.63
1437.00,85.82
1436.00,86.04
1435.00,86.21
1434.00,86.31
1433.00,86.38
1432.00,86.46
1431.00,86.57
1430.00,86.69
1429.00,86.81
1428.00,86.88
1427.00,86.93
1426.00,86.96
1425.00,86.98
1424.00,87.00
1423.00,87.01
1422.00,87.01
1421.00,86.99
1420.00,86.98
1419.00,86.97
1418.00,86.97
1417.00,86.96
1416.00,86.92
1415.00,86.85
1414.00,86.79
1413.00,86.75
1412.00,86.72
1411.00,86.68
1410.00,86.63
1409.00,86.60
1408.00,86.56
1407.00,86.54
1406.00,86.52
1405.00,86.50
1404.00,86.48
1403.00,86.44
1402.00,86.39
1401.00,86.36
1400.00,86.34
1399.00,86.32
1398.00,86.30
1397.00,86.28
1396.00,86.26
1395.00,86.23
1394.00,86.21
1393.00,86.19
1392.00,86.15
1391.00,86.10
1390.00,86.05
1389.00,86.01
1388.00,86.00
1387.00,86.00
1386.00,86.01
1385.00,86.00
1384.00,86.00
1383.00,86.01
1382.00,86.04
1381.00,86.09
1380.00,86.16
1379.00,86.24
1378.00,86.32
1377.00,86.40
1376.00,86.48
1375.00,86.57
1374.00,86.66
1373.00,86.75
1372.00,86.83
1371.00,86.89
1370.00,86.93
1369.00,86.97
1368.00,87.01
1367.00,87.06
1366.00,87.12
1365.00,87.22
1364.00,87.35
1363.00,87.51
1362.00,87.64
1361.00,87.73
1360.00,87.78
1359.00,87.80
1358.00,87.83
1357.00,87.86
1356.00,87.90
1355.00,87.93
1354.00,87.96
1353.00,87.98
1352.00,87.99
1351.00,88.01
1350.00,88.02
1349.00,88.04
1348.00,88.05
1347.00,88.05
1346.00,88.05
1345.00,88.04
1344.00,88.02
1343.00,88.00
1342.00,88.00
1341.00,88.02
1340.00,88.05
1339.00,88.08
1338.00,88.10
1337.00,88.10
1336.00,88.09
1335.00,88.07
1334.00,88.05
1333.00,88.04
1332.00,88.05
1331.00,88.06
1330.00,88.06
1329.00,88.06
1328.00,88.04
1327.00,88.03
1326.00,88.02
1325.00,88.02
1324.00,88.00
1323.00,87.98
1322.00,87.93
1321.00,87.89
1320.00,87.84
1319.00,87.80
1318.00,87.77
1317.00,87.75
1316.00,87.72
1315.00,87.69
1314.00,87.66
1313.00,87.63
1312.00,87.61
1311.00,87.59
1310.00,87.57
1309.00,87.55
1308.00,87.54
1307.00,87.53
1306.00,87.54
1305.00,87.54
1304.00,87.53
1303.00,87.51
1302.00,87.49
1301.00,87.48
1300.00,87.47
1299.00,87.47
1298.00,87.46
1297.00,87.46
1296.00,87.46
1295.00,87.46
1294.00,87.46
1293.00,87.45
1292.00,87.44
1291.00,87.43
1290.00,87.42
1289.00,87.42
1288.00,87.41
1287.00,87.39
1286.00,87.37
1285.00,87.34
1284.00,87.32
1283.00,87.30
1282.00,87.29
1281.00,87.27
1280.00,87.23
1279.00,87.19
1278.00,87.15
1277.00,87.12
1276.00,87.10
1275.00,87.08
1274.00,87.05
1273.00,87.01
1272.00,86.97
1271.00,86.93
1270.00,86.89
1269.00,86.85
1268.00,86.81
1267.00,86.77
1266.00,86.73
1265.00,86.69
1264.00,86.63
1263.00,86.57
1262.00,86.52
1261.00,86.47
1260.00,86.43
1259.00,86.38
1258.00,86.33
1257.00,86.28
1256.00,86.23
1255.00,86.16
1254.00,86.06
1253.00,85.96
1252.00,85.87
1251.00,85.80
1250.00,85.74
1249.00,85.68
1248.00,85.63
1247.00,85.58
1246.00,85.52
1245.00,85.47
1244.00,85.41
1243.00,85.35
1242.00,85.28
1241.00,85.22
1240.00,85.17
1239.00,85.12
1238.00,85.09
1237.00,85.06
1236.00,85.05
1235.00,85.06
1234.00,85.08
1233.00,85.10
1232.00,85.11
1231.00,85.13
1230.00,85.16
1229.00,85.21
1228.00,85.25
1227.00,85.30
1226.00,85.34
1225.00,85.39
1224.00,85.43
1223.00,85.47
1222.00,85.51
1221.00,85.58
1220.00,85.67
1219.00,85.78
1218.00,85.90
1217.00,85.99
1216.00,86.07
1215.00,86.11
1214.00,86.15
1213.00,86.18
1212.00,86.23
1211.00,86.28
1210.00,86.33
1209.00,86.37
1208.00,86.39
1207.00,86.41
1206.00,86.42
1205.00,86.44
1204.00,86.46
1203.00,86.49
1202.00,86.53
1201.00,86.56
1200.00,86.59
1199.00,86.63
1198.00,86.68
1197.00,86.72
1196.00,86.76
1195.00,86.78
1194.00,86.80
1193.00,86.80
1192.00,86.81
1191.00,86.81
1190.00,86.81
1189.00,86.82
1188.00,86.83
1187.00,86.85
1186.00,86.87
1185.00,86.87
1184.00,86.86
1183.00,86.83
1182.00,86.80
1181.00,86.77
1180.00,86.75
1179.00,86.72
1178.00,86.68
1177.00,86.62
1176.00,86.55
1175.00,86.50
1174.00,86.48
1173.00,86.48
1172.00,86.50
1171.00,86.53
1170.00,86.56
1169.00,86.58
1168.00,86.61
1167.00,86.65
1166.00,86.72
1165.00,86.79
1164.00,86.84
1163.00,86.88
1162.00,86.94
1161.00,87.00
1160.00,87.06
1159.00,87.12
1158.00,87.18
1157.00,87.24
1156.00,87.31
1155.00,87.37
1154.00,87.44
1153.00,87.50
1152.00,87.56
1151.00,87.61
1150.00,87.66
1149.00,87.73
1148.00,87.82
1147.00,87.93
1146.00,88.02
1145.00,88.11
1144.00,88.18
1143.00,88.25
1142.00,88.32
1141.00,88.37
1140.00,88.39
1139.00,88.40
1138.00,88.41
1137.00,88.43
1136.00,88.44
1135.00,88.42
1134.00,88.38
1133.00,88.33
1132.00,88.28
1131.00,88.24
1130.00,88.21
1129.00,88.17
1128.00,88.15
1127.00,88.14
1126.00,88.15
1125.00,88.14
1124.00,88.11
1123.00,88.06
1122.00,88.03
1121.00,88.02
1120.00,88.03
1119.00,88.05
1118.00,88.05
1117.00,88.03
1116.00,88.01
1115.00,87.98
1114.00,87.95
1113.00,87.93
1112.00,87.91
1111.00,87.91
1110.00,87.92
1109.00,87.93
1108.00,87.93
1107.00,87.91
1106.00,87.89
1105.00,87.86
1104.00,87.84
1103.00,87.83
1102.00,87.83
1101.00,87.83
1100.00,87.82
1099.00,87.80
1098.00,87.78
1097.00,87.77
1096.00,87.76
1095.00,87.76
1094.00,87.74
1093.00,87.72
1092.00,87.68
1091.00,87.63
1090.00,87.59
1089.00,87.52
1088.00,87.45
1087.00,87.36
1086.00,87.28
1085.00,87.20
1084.00,87.13
1083.00,87.08
1082.00,87.05
1081.00,87.02
1080.00,86.99
1079.00,86.96
1078.00,86.93
1077.00,86.89
1076.00,86.83
1075.00,86.78
1074.00,86.76
1073.00,86.78
1072.00,86.82
1071.00,86.85
1070.00,86.88
1069.00,86.91
1068.00,86.94
1067.00,86.96
1066.00,86.97
1065.00,86.98
1064.00,86.98
1063.00,86.97
1062.00,86.96
1061.00,86.96
1060.00,86.96
1059.00,86.96
1058.00,86.95
1057.00,86.95
1056.00,86.97
1055.00,87.01
1054.00,87.04
1053.00,87.05
1052.00,87.04
1051.00,87.02
1050.00,87.01
1049.00,87.00
1048.00,86.97
1047.00,86.93
1046.00,86.92
1045.00,86.92
1044.00,86.94
1043.00,86.97
1042.00,86.99
1041.00,87.02
1040.00,87.06
1039.00,87.09
1038.00,87.12
1037.00,87.14
1036.00,87.18
1035.00,87.25
1034.00,87.35
1033.00,87.46
1032.00,87.57
1031.00,87.67
1030.00,87.74
1029.00,87.79
1028.00,87.82
1027.00,87.86
1026.00,87.91
1025.00,87.98
1024.00,88.06
1023.00,88.13
1022.00,88.19
1021.00,88.24
1020.00,88.30
1019.00,88.35
1018.00,88.41
1017.00,88.46
1016.00,88.51
1015.00,88.58
1014.00,88.64
1013.00,88.67
1012.00,88.69
1011.00,88.71
1010.00,88.74
1009.00,88.78
1008.00,88.83
1007.00,88.89
1006.00,88.96
1005.00,89.05
1004.00,89.13
1003.00,89.19
1002.00,89.23
1001.00,89.28
1000.00,89.33
999.00,89.37
998.00,89.39
997.00,89.39
996.00,89.39
995.00,89.40
994.00,89.42
993.00,89.46
992.00,89.52
991.00,89.58
990.00,89.62
989.00,89.63
988.00,89.63
987.00,89.64
986.00,89.66
985.00,89.69
984.00,89.73
983.00,89.77
982.00,89.80
981.00,89.82
980.00,89.84
979.00,89.84
978.00,89.85
977.00,89.86
976.00,89.89
975.00,89.94
974.00,89.98
973.00,90.01
972.00,90.05
971.00,90.09
970.00,90.14
969.00,90.19
968.00,90.24
967.00,90.28
966.00,90.31
965.00,90.34
964.00,90.35
963.00,90.36
962.00,90.38
961.00,90.41
960.00,90.45
959.00,90.46
958.00,90.46
957.00,90.46
956.00,90.47
955.00,90.51
954.00,90.54
953.00,90.58
952.00,90.60
951.00,90.62
950.00,90.63
949.00,90.64
948.00,90.64
947.00,90.65
946.00,90.66
945.00,90.68
944.00,90.69
943.00,90.70
942.00,90.69
941.00,90.67
940.00,90.64
939.00,90.61
938.00,90.58
937.00,90.56
936.00,90.52
935.00,90.48
934.00,90.46
933.00,90.46
932.00,90.49
931.00,90.53
930.00,90.55
929.00,90.56
928.00,90.56
927.00,90.55
926.00,90.54
925.00,90.53
924.00,90.52
923.00,90.53
922.00,90.53
921.00,90.53
920.00,90.53
919.00,90.55
918.00,90.59
917.00,90.64
916.00,90.68
915.00,90.73
914.00,90.77
913.00,90.82
912.00,90.85
911.00,90.87
910.00,90.89
909.00,90.91
908.00,90.92
907.00,90.93
906.00,90.95
905.00,90.97
904.00,90.99
903.00,91.00
902.00,91.00
901.00,90.99
900.00,90.97
899.00,90.95
898.00,90.93
